sentiment,text
neutral,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board ."
neutral,"Aho is proud of the company 's new product , Lordi-Cola ."
neutral,"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added ."
positive,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .
negative,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue ."
positive,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .
negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .
neutral,"As a result , the number of personnel in Finland will be reduced by 158 ."
neutral,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers ."
positive,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia ."
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .
negative,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .
positive,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year ."
positive,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .
neutral,The adjustment measures will be carried out in phases to secure the delivery capability .
negative,"- Demand for fireplace products was lower than expected , especially in Germany ."
neutral,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH ."
positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth ."
neutral,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes ."
negative,Asian traffic declined by 3.4 per cent .
negative,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs ."
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .
negative,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 ."
negative,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 ."
positive,Turnover rose to EUR21m from EUR17m .
negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 ."
neutral,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake ."
negative,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation ."
negative,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market ."
positive,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .
negative,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 ."
negative,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .
positive,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .
negative,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 ."
neutral,"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear ."
neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .
negative,The reduction notice applied to 17 people .
negative,The total need for staff cuts corresponds to about 300 man-years .
neutral,LSC 's 30 employees will move to Ixonos with their existing status and benefits .
positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .
negative,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 ."
neutral,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .
positive,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share ."
positive,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland ."
positive,"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term ."
neutral,The fine print is here .
negative,55 workers in +_m+_l will be affected by the close-down .
negative,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 ."
neutral,The purchase price was not disclosed .
positive,"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai ."
neutral,"The important thing now is to keep the bank 's existing 15,000 customers ."
negative,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period ."
neutral,"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia ."
positive,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .
neutral,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .
positive,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .
neutral,"According to Finnish L+�nnen Tehtaat 's CEO Matti Karppinen , now that L+�nnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions ."
positive,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland ."
positive,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .
neutral,Other potential clients include public administration organizations investing in utility networks and services .
negative,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today ."
